age_group,year,sex,race_eth,deaths,crude.rate,cod
35-39 years,2007,Male,White,69,12.8,mvc
35-39 years,2008,Female,White,26,5.3,mvc
35-39 years,2008,Male,Black or African American,13,Unreliable,mvc
35-39 years,2008,Male,White,67,12.9,mvc
35-39 years,2009,Female,White,13,Unreliable,mvc
35-39 years,2009,Male,Black or African American,12,Unreliable,mvc
35-39 years,2009,Male,White,51,10.3,mvc
35-39 years,2010,Female,White,12,Unreliable,mvc
35-39 years,2010,Male,Black or African American,14,Unreliable,mvc
35-39 years,2010,Male,White,52,11.0,mvc
35-39 years,2011,Female,White,17,Unreliable,mvc
35-39 years,2011,Male,White,36,8.0,mvc
35-39 years,2012,Female,White,14,Unreliable,mvc
35-39 years,2012,Male,Black or African American,12,Unreliable,mvc
35-39 years,2012,Male,White,48,10.8,mvc
35-39 years,2013,Female,White,19,Unreliable,mvc
35-39 years,2013,Male,White,53,11.8,mvc
35-39 years,2014,Female,White,15,Unreliable,mvc
35-39 years,2014,Male,White,57,12.5,mvc
35-39 years,2015,Female,White,13,Unreliable,mvc
35-39 years,2015,Male,Black or African American,13,Unreliable,mvc
35-39 years,2015,Male,White,65,13.9,mvc
35-39 years,2016,Female,White,21,4.7,mvc
35-39 years,2016,Male,Black or African American,14,Unreliable,mvc
35-39 years,2016,Male,White,60,12.5,mvc
35-39 years,2017,Female,White,29,6.4,mvc
35-39 years,2017,Male,Black or African American,15,Unreliable,mvc
35-39 years,2017,Male,White,72,14.7,mvc
40-44 years,1999,Female,White,35,5.0,mvc
40-44 years,1999,Male,Black or African American,11,Unreliable,mvc
40-44 years,1999,Male,White,102,14.1,mvc
40-44 years,2000,Female,White,41,5.9,mvc
40-44 years,2000,Male,White,97,13.4,mvc
40-44 years,2001,Female,Black or African American,11,Unreliable,mvc
40-44 years,2001,Female,White,38,5.4,mvc
40-44 years,2001,Male,Black or African American,12,Unreliable,mvc
40-44 years,2001,Male,White,92,12.7,mvc
40-44 years,2002,Female,White,39,5.7,mvc
40-44 years,2002,Male,White,110,15.4,mvc
40-44 years,2003,Female,White,44,6.5,mvc
40-44 years,2003,Male,Black or African American,19,Unreliable,mvc
40-44 years,2003,Male,White,121,17.2,mvc
40-44 years,2004,Female,Black or African American,10,Unreliable,mvc
40-44 years,2004,Female,White,53,8.0,mvc
40-44 years,2004,Male,Black or African American,11,Unreliable,mvc
40-44 years,2004,Male,White,116,16.8,mvc
40-44 years,2005,Female,White,33,5.1,mvc
40-44 years,2005,Male,Black or African American,17,Unreliable,mvc
40-44 years,2005,Male,White,122,18.4,mvc
40-44 years,2006,Female,White,36,5.9,mvc
40-44 years,2006,Male,Black or African American,15,Unreliable,mvc
40-44 years,2006,Male,White,125,19.9,mvc
40-44 years,2007,Female,White,31,5.4,mvc
40-44 years,2007,Male,Black or African American,19,Unreliable,mvc
40-44 years,2007,Male,White,86,14.5,mvc
40-44 years,2008,Female,White,30,5.5,mvc
40-44 years,2008,Male,Black or African American,11,Unreliable,mvc
40-44 years,2008,Male,White,75,13.2,mvc
40-44 years,2009,Female,White,24,4.6,mvc
40-44 years,2009,Male,White,66,12.1,mvc
40-44 years,2010,Female,White,21,4.1,mvc
40-44 years,2010,Male,White,63,11.8,mvc
40-44 years,2011,Female,White,18,Unreliable,mvc
40-44 years,2011,Male,White,64,12.1,mvc
40-44 years,2012,Female,White,16,Unreliable,mvc
40-44 years,2012,Male,White,51,9.8,mvc
40-44 years,2013,Male,White,68,13.5,mvc
40-44 years,2014,Female,White,13,Unreliable,mvc
40-44 years,2014,Male,Black or African American,12,Unreliable,mvc
40-44 years,2014,Male,White,48,9.9,mvc
40-44 years,2015,Female,White,17,Unreliable,mvc
40-44 years,2015,Male,White,46,10.0,mvc
40-44 years,2016,Female,White,16,Unreliable,mvc
40-44 years,2016,Male,Black or African American,10,Unreliable,mvc
40-44 years,2016,Male,White,61,13.8,mvc
40-44 years,2017,Female,White,21,5.1,mvc
40-44 years,2017,Male,Black or African American,13,Unreliable,mvc
40-44 years,2017,Male,White,62,14.2,mvc
45-49 years,1999,Female,White,38,5.8,mvc
45-49 years,1999,Male,Black or African American,10,Unreliable,mvc
45-49 years,1999,Male,White,77,11.7,mvc
45-49 years,2000,Female,White,38,5.7,mvc
45-49 years,2000,Male,Black or African American,10,Unreliable,mvc
45-49 years,2000,Male,White,110,16.5,mvc
45-49 years,2001,Female,White,29,4.3,mvc
45-49 years,2001,Male,Black or African American,13,Unreliable,mvc
45-49 years,2001,Male,White,91,13.5,mvc
45-49 years,2002,Female,White,43,6.4,mvc
45-49 years,2002,Male,White,107,15.6,mvc
45-49 years,2003,Female,White,44,6.5,mvc
45-49 years,2003,Male,White,115,16.6,mvc
45-49 years,2004,Female,White,49,7.3,mvc
45-49 years,2004,Male,Black or African American,18,Unreliable,mvc
45-49 years,2004,Male,White,101,14.6,mvc
45-49 years,2005,Female,White,54,8.0,mvc
45-49 years,2005,Male,Black or African American,11,Unreliable,mvc
45-49 years,2005,Male,White,135,19.5,mvc
45-49 years,2006,Female,White,37,5.6,mvc
45-49 years,2006,Male,Black or African American,13,Unreliable,mvc
45-49 years,2006,Male,White,128,18.6,mvc
45-49 years,2007,Female,White,55,8.4,mvc
45-49 years,2007,Male,Black or African American,13,Unreliable,mvc
45-49 years,2007,Male,White,125,18.5,mvc
45-49 years,2008,Female,White,27,4.2,mvc
45-49 years,2008,Male,Black or African American,11,Unreliable,mvc
45-49 years,2008,Male,White,83,12.6,mvc
45-49 years,2009,Female,White,30,4.8,mvc
45-49 years,2009,Male,Black or African American,16,Unreliable,mvc
45-49 years,2009,Male,White,89,13.7,mvc
45-49 years,2010,Female,White,19,Unreliable,mvc
45-49 years,2010,Male,White,84,13.3,mvc
45-49 years,2011,Female,White,28,4.8,mvc
45-49 years,2011,Male,White,50,8.4,mvc
45-49 years,2012,Female,White,31,5.6,mvc
45-49 years,2012,Male,White,65,11.3,mvc
45-49 years,2013,Female,White,25,4.7,mvc
45-49 years,2013,Male,White,56,10.2,mvc
45-49 years,2014,Female,White,20,3.9,mvc
45-49 years,2014,Male,Black or African American,14,Unreliable,mvc
45-49 years,2014,Male,White,59,11.1,mvc
45-49 years,2015,Female,White,21,4.2,mvc
45-49 years,2015,Male,Black or African American,14,Unreliable,mvc
45-49 years,2015,Male,White,60,11.5,mvc
45-49 years,2016,Female,White,23,4.6,mvc
45-49 years,2016,Male,Black or African American,10,Unreliable,mvc
45-49 years,2016,Male,White,57,11.0,mvc
45-49 years,2017,Female,White,28,5.8,mvc
45-49 years,2017,Male,Black or African American,17,Unreliable,mvc
45-49 years,2017,Male,White,68,13.5,mvc
50-54 years,1999,Female,White,25,4.2,mvc
50-54 years,1999,Male,White,77,13.0,mvc
50-54 years,2000,Female,White,33,5.4,mvc
50-54 years,2000,Male,Black or African American,11,Unreliable,mvc
50-54 years,2000,Male,White,82,13.4,mvc
50-54 years,2001,Female,White,40,6.3,mvc
50-54 years,2001,Male,White,92,14.4,mvc
50-54 years,2002,Female,White,38,6.1,mvc
50-54 years,2002,Male,Black or African American,11,Unreliable,mvc
50-54 years,2002,Male,White,101,16.2,mvc
50-54 years,2003,Female,White,47,7.5,mvc
50-54 years,2003,Male,Black or African American,11,Unreliable,mvc
50-54 years,2003,Male,White,90,14.4,mvc
50-54 years,2004,Female,Black or African American,11,Unreliable,mvc
50-54 years,2004,Female,White,48,7.6,mvc
50-54 years,2004,Male,Black or African American,12,Unreliable,mvc
50-54 years,2004,Male,White,98,15.5,mvc
50-54 years,2005,Female,White,28,4.4,mvc
50-54 years,2005,Male,Black or African American,10,Unreliable,mvc
50-54 years,2005,Male,White,88,13.8,mvc
50-54 years,2006,Female,White,22,3.4,mvc
50-54 years,2006,Male,Black or African American,16,Unreliable,mvc
50-54 years,2006,Male,White,101,15.7,mvc
50-54 years,2007,Female,White,44,6.8,mvc
50-54 years,2007,Male,Black or African American,11,Unreliable,mvc
50-54 years,2007,Male,White,109,16.8,mvc
50-54 years,2008,Female,White,39,6.0,mvc
50-54 years,2008,Male,Black or African American,15,Unreliable,mvc
50-54 years,2008,Male,White,81,12.4,mvc
50-54 years,2009,Female,White,28,4.3,mvc
50-54 years,2009,Male,White,76,11.6,mvc
50-54 years,2010,Female,White,29,4.5,mvc
50-54 years,2010,Male,White,76,11.5,mvc
50-54 years,2011,Female,White,29,4.5,mvc
50-54 years,2011,Male,White,85,12.9,mvc
50-54 years,2012,Female,White,34,5.3,mvc
50-54 years,2012,Male,Black or African American,10,Unreliable,mvc
50-54 years,2012,Male,White,92,14.2,mvc
50-54 years,2013,Female,White,22,3.5,mvc
50-54 years,2013,Male,Black or African American,13,Unreliable,mvc
50-54 years,2013,Male,White,67,10.5,mvc
50-54 years,2014,Female,White,22,3.6,mvc
50-54 years,2014,Male,Black or African American,12,Unreliable,mvc
50-54 years,2014,Male,White,76,12.1,mvc
50-54 years,2015,Female,White,32,5.4,mvc
50-54 years,2015,Male,Black or African American,15,Unreliable,mvc
50-54 years,2015,Male,White,78,12.9,mvc
50-54 years,2016,Female,White,25,4.4,mvc
50-54 years,2016,Male,Black or African American,21,25.0,mvc
50-54 years,2016,Male,White,96,16.7,mvc
50-54 years,2017,Female,White,27,5.0,mvc
50-54 years,2017,Male,Black or African American,12,Unreliable,mvc
50-54 years,2017,Male,White,76,13.8,mvc
55-59 years,1999,Female,White,28,6.2,mvc
55-59 years,1999,Male,White,51,11.5,mvc
55-59 years,2000,Female,White,35,7.5,mvc
55-59 years,2000,Male,White,61,13.3,mvc
55-59 years,2001,Female,White,29,6.0,mvc
55-59 years,2001,Male,White,67,14.1,mvc
55-59 years,2002,Female,White,30,5.7,mvc
55-59 years,2002,Male,White,86,16.5,mvc
55-59 years,2003,Female,White,38,6.9,mvc
55-59 years,2003,Male,White,79,14.7,mvc
55-59 years,2004,Female,White,23,4.0,mvc
55-59 years,2004,Male,White,58,10.4,mvc
55-59 years,2005,Female,White,32,5.5,mvc
55-59 years,2005,Male,White,88,15.2,mvc
55-59 years,2006,Female,White,39,6.5,mvc
55-59 years,2006,Male,Black or African American,12,Unreliable,mvc
55-59 years,2006,Male,White,104,17.5,mvc
55-59 years,2007,Female,White,37,6.3,mvc
55-59 years,2007,Male,Black or African American,11,Unreliable,mvc
55-59 years,2007,Male,White,75,13.0,mvc
55-59 years,2008,Female,White,25,4.2,mvc
55-59 years,2008,Male,White,80,13.7,mvc
55-59 years,2009,Female,White,18,Unreliable,mvc
55-59 years,2009,Male,White,74,12.5,mvc
55-59 years,2010,Female,White,18,Unreliable,mvc
55-59 years,2010,Male,White,82,13.7,mvc
55-59 years,2011,Female,White,13,Unreliable,mvc
55-59 years,2011,Male,White,73,12.0,mvc
55-59 years,2012,Female,White,30,4.8,mvc
55-59 years,2012,Male,White,73,11.8,mvc
55-59 years,2013,Female,White,21,3.4,mvc
55-59 years,2013,Male,White,78,12.5,mvc
55-59 years,2014,Female,White,27,4.3,mvc
55-59 years,2014,Male,White,71,11.4,mvc
55-59 years,2015,Female,White,23,3.7,mvc
55-59 years,2015,Male,Black or African American,17,Unreliable,mvc
55-59 years,2015,Male,White,89,14.2,mvc
55-59 years,2016,Female,White,24,3.9,mvc
55-59 years,2016,Male,White,92,14.8,mvc
55-59 years,2017,Female,White,32,5.3,mvc
55-59 years,2017,Male,Black or African American,13,Unreliable,mvc
55-59 years,2017,Male,White,94,15.3,mvc
60-64 years ,1999,Female,White,18,Unreliable,mvc
60-64 years ,1999,Male,White,48,13.9,mvc
60-64 years ,2000,Female,White,21,5.7,mvc
60-64 years ,2000,Male,White,46,13.2,mvc
60-64 years ,2001,Female,White,16,Unreliable,mvc
60-64 years ,2001,Male,White,54,15.0,mvc
60-64 years ,2002,Female,White,35,8.9,mvc
60-64 years ,2002,Male,White,51,13.7,mvc
60-64 years ,2003,Female,White,25,6.0,mvc
60-64 years ,2003,Male,White,55,14.0,mvc
60-64 years ,2004,Female,White,20,4.7,mvc
60-64 years ,2004,Male,White,75,18.4,mvc
60-64 years ,2005,Female,White,22,5.0,mvc
60-64 years ,2005,Male,White,59,14.0,mvc
60-64 years ,2006,Female,White,32,7.1,mvc
60-64 years ,2006,Male,White,61,14.1,mvc
60-64 years ,2007,Female,White,29,5.9,mvc
60-64 years ,2007,Male,White,57,12.1,mvc
60-64 years ,2008,Female,White,21,4.1,mvc
60-64 years ,2008,Male,White,82,16.8,mvc
60-64 years ,2009,Female,White,24,4.5,mvc
60-64 years ,2009,Male,White,78,15.3,mvc
60-64 years ,2010,Female,White,23,4.2,mvc
60-64 years ,2010,Male,White,53,10.0,mvc
60-64 years ,2011,Female,White,19,Unreliable,mvc
60-64 years ,2011,Male,White,65,11.8,mvc
60-64 years ,2012,Female,White,25,4.5,mvc
60-64 years ,2012,Male,White,64,11.8,mvc
60-64 years ,2013,Female,White,16,Unreliable,mvc
60-64 years ,2013,Male,White,59,10.9,mvc
60-64 years ,2014,Female,White,22,3.8,mvc
60-64 years ,2014,Male,White,80,14.5,mvc
60-64 years ,2015,Female,White,19,Unreliable,mvc
60-64 years ,2015,Male,White,67,12.0,mvc
60-64 years ,2016,Female,White,25,4.3,mvc
60-64 years ,2016,Male,White,78,13.9,mvc
60-64 years ,2017,Female,White,22,3.7,mvc
60-64 years ,2017,Male,White,91,16.0,mvc
65-69 years,1999,Female,White,31,9.2,mvc
65-69 years,1999,Male,White,40,13.1,mvc
65-69 years,2000,Female,White,28,8.4,mvc
65-69 years,2000,Male,White,30,9.9,mvc
65-69 years,2001,Female,White,30,9.1,mvc
65-69 years,2001,Male,White,35,11.7,mvc
65-69 years,2002,Female,White,18,Unreliable,mvc
65-69 years,2002,Male,White,35,11.7,mvc
65-69 years,2003,Female,White,17,Unreliable,mvc
65-69 years,2003,Male,White,47,15.5,mvc
65-69 years,2004,Female,White,33,9.7,mvc
65-69 years,2004,Male,White,44,14.2,mvc
65-69 years,2005,Female,White,29,8.5,mvc
65-69 years,2005,Male,White,30,9.6,mvc
65-69 years,2006,Female,White,13,Unreliable,mvc
65-69 years,2006,Male,White,46,14.5,mvc
65-69 years,2007,Female,White,29,8.1,mvc
65-69 years,2007,Male,White,50,15.2,mvc
65-69 years,2008,Female,White,26,6.8,mvc
65-69 years,2008,Male,White,44,12.6,mvc
65-69 years,2009,Female,White,22,5.6,mvc
65-69 years,2009,Male,White,45,12.3,mvc
65-69 years,2010,Female,White,16,Unreliable,mvc
65-69 years,2010,Male,White,39,10.3,mvc
65-69 years,2011,Female,White,15,Unreliable,mvc
65-69 years,2011,Male,White,55,14.0,mvc
65-69 years,2012,Female,White,13,Unreliable,mvc
65-69 years,2012,Male,White,43,9.9,mvc
65-69 years,2013,Female,White,25,5.2,mvc
65-69 years,2013,Male,White,50,11.1,mvc
65-69 years,2014,Female,White,18,Unreliable,mvc
65-69 years,2014,Male,White,58,12.4,mvc
65-69 years,2015,Female,White,17,Unreliable,mvc
65-69 years,2015,Male,White,54,11.1,mvc
65-69 years,2016,Female,White,23,4.3,mvc
65-69 years,2016,Male,White,71,14.2,mvc
65-69 years,2017,Female,White,20,3.8,mvc
65-69 years,2017,Male,White,64,13.2,mvc
70-74 years,1999,Female,White,40,11.5,mvc
70-74 years,1999,Male,White,40,14.3,mvc
70-74 years,2000,Female,White,30,8.8,mvc
70-74 years,2000,Male,White,63,22.8,mvc
70-74 years,2001,Female,White,35,10.6,mvc
70-74 years,2001,Male,White,37,13.4,mvc
70-74 years,2002,Female,White,27,8.4,mvc
70-74 years,2002,Male,White,38,13.9,mvc
70-74 years,2003,Female,White,29,9.3,mvc
70-74 years,2003,Male,White,44,16.4,mvc
70-74 years,2004,Female,White,18,Unreliable,mvc
70-74 years,2004,Male,White,37,14.0,mvc
70-74 years,2005,Female,White,29,9.6,mvc
70-74 years,2005,Male,White,35,13.4,mvc
70-74 years,2006,Female,White,21,7.1,mvc
70-74 years,2006,Male,White,23,9.0,mvc
70-74 years,2007,Female,White,26,8.8,mvc
70-74 years,2007,Male,White,38,14.9,mvc
70-74 years,2008,Female,White,17,Unreliable,mvc
70-74 years,2008,Male,White,37,14.2,mvc
70-74 years,2009,Female,White,21,6.9,mvc
70-74 years,2009,Male,White,24,9.0,mvc
70-74 years,2010,Female,White,13,Unreliable,mvc
70-74 years,2010,Male,White,29,10.7,mvc
70-74 years,2011,Female,White,19,Unreliable,mvc
70-74 years,2011,Male,White,27,9.6,mvc
70-74 years,2012,Female,White,10,Unreliable,mvc
70-74 years,2012,Male,White,28,9.6,mvc
70-74 years,2013,Female,White,15,Unreliable,mvc
70-74 years,2013,Male,White,39,12.5,mvc
70-74 years,2014,Female,White,21,5.7,mvc
70-74 years,2014,Male,White,33,10.1,mvc
70-74 years,2015,Female,White,15,Unreliable,mvc
70-74 years,2015,Male,White,37,10.8,mvc
70-74 years,2016,Female,White,24,6.1,mvc
70-74 years,2016,Male,White,40,11.3,mvc
70-74 years,2017,Female,White,23,5.4,mvc
70-74 years,2017,Male,White,45,11.8,mvc
75-79 years,1999,Female,White,35,10.6,mvc
75-79 years,1999,Male,White,43,17.9,mvc
75-79 years,2000,Female,White,42,12.6,mvc
75-79 years,2000,Male,White,59,24.4,mvc
75-79 years,2001,Female,White,43,13.1,mvc
75-79 years,2001,Male,White,61,25.6,mvc
75-79 years,2002,Female,White,37,11.5,mvc
75-79 years,2002,Male,White,48,20.6,mvc
75-79 years,2003,Female,White,33,10.5,mvc
75-79 years,2003,Male,White,55,23.9,mvc
75-79 years,2004,Female,White,31,10.3,mvc
75-79 years,2004,Male,White,43,19.1,mvc
75-79 years,2005,Female,White,22,7.5,mvc
75-79 years,2005,Male,White,43,19.2,mvc
75-79 years,2006,Female,White,25,8.9,mvc
75-79 years,2006,Male,White,31,14.0,mvc
75-79 years,2007,Female,White,17,Unreliable,mvc
75-79 years,2007,Male,White,38,17.3,mvc
75-79 years,2008,Female,White,16,Unreliable,mvc
75-79 years,2008,Male,White,47,21.6,mvc
75-79 years,2009,Female,White,14,Unreliable,mvc
75-79 years,2009,Male,White,29,13.5,mvc
75-79 years,2010,Female,White,18,Unreliable,mvc
75-79 years,2010,Male,White,31,14.5,mvc
75-79 years,2011,Female,White,21,8.1,mvc
75-79 years,2011,Male,White,19,Unreliable,mvc
75-79 years,2012,Female,White,21,8.1,mvc
75-79 years,2012,Male,White,22,10.2,mvc
75-79 years,2013,Female,White,20,7.5,mvc
75-79 years,2013,Male,White,25,11.3,mvc
75-79 years,2014,Female,White,18,Unreliable,mvc
75-79 years,2014,Male,White,35,15.4,mvc
75-79 years,2015,Female,White,16,Unreliable,mvc
75-79 years,2015,Male,White,30,12.9,mvc
75-79 years,2016,Female,White,15,Unreliable,mvc
75-79 years,2016,Male,White,36,15.0,mvc
75-79 years,2017,Female,White,17,Unreliable,mvc
75-79 years,2017,Male,White,30,12.1,mvc
80-84 years,1999,Female,White,33,14.2,mvc
80-84 years,1999,Male,White,36,23.9,mvc
80-84 years,2000,Female,White,31,13.2,mvc
80-84 years,2000,Male,White,51,33.4,mvc
80-84 years,2001,Female,White,30,12.3,mvc
80-84 years,2001,Male,White,36,22.4,mvc
80-84 years,2002,Female,White,44,17.5,mvc
80-84 years,2002,Male,White,32,19.2,mvc
80-84 years,2003,Female,White,30,11.7,mvc
80-84 years,2003,Male,White,41,24.1,mvc
80-84 years,2004,Female,White,37,14.2,mvc
80-84 years,2004,Male,White,47,27.3,mvc
80-84 years,2005,Female,White,34,13.0,mvc
80-84 years,2005,Male,White,46,26.6,mvc
80-84 years,2006,Female,White,38,14.8,mvc
80-84 years,2006,Male,White,46,27.1,mvc
80-84 years,2007,Female,White,23,9.1,mvc
80-84 years,2007,Male,White,28,16.7,mvc
80-84 years,2008,Female,White,24,9.7,mvc
80-84 years,2008,Male,White,31,18.7,mvc
80-84 years,2009,Female,White,31,13.0,mvc
80-84 years,2009,Male,White,35,21.4,mvc
80-84 years,2010,Female,White,27,11.5,mvc
80-84 years,2010,Male,White,27,16.4,mvc
80-84 years,2011,Female,White,20,8.8,mvc
80-84 years,2011,Male,White,29,17.4,mvc
80-84 years,2012,Female,White,16,Unreliable,mvc
80-84 years,2012,Male,White,27,16.2,mvc
80-84 years,2013,Female,White,20,9.2,mvc
80-84 years,2013,Male,White,28,16.8,mvc
80-84 years,2014,Female,White,21,9.7,mvc
80-84 years,2014,Male,White,28,17.0,mvc
80-84 years,2015,Female,White,15,Unreliable,mvc
80-84 years,2015,Male,White,28,17.0,mvc
80-84 years,2016,Female,White,20,9.4,mvc
80-84 years,2016,Male,White,35,21.3,mvc
80-84 years,2017,Female,White,25,11.7,mvc
80-84 years,2017,Male,White,39,23.7,mvc
85-89 years,1999,Female,White,19,Not Applicable,mvc
85-89 years,1999,Male,White,31,Not Applicable,mvc
85-89 years,2000,Female,White,17,Not Applicable,mvc
85-89 years,2000,Male,White,34,Not Applicable,mvc
85-89 years,2001,Female,White,20,Not Applicable,mvc
85-89 years,2001,Male,White,25,Not Applicable,mvc
85-89 years,2002,Female,White,20,Not Applicable,mvc
85-89 years,2002,Male,White,29,Not Applicable,mvc
85-89 years,2003,Female,White,33,Not Applicable,mvc
85-89 years,2003,Male,White,29,Not Applicable,mvc
85-89 years,2004,Female,White,29,Not Applicable,mvc
85-89 years,2004,Male,White,28,Not Applicable,mvc
85-89 years,2005,Female,White,16,Not Applicable,mvc
85-89 years,2005,Male,White,29,Not Applicable,mvc
85-89 years,2006,Female,White,13,Not Applicable,mvc
85-89 years,2006,Male,White,22,Not Applicable,mvc
85-89 years,2007,Female,White,23,Not Applicable,mvc
85-89 years,2007,Male,White,36,Not Applicable,mvc
85-89 years,2008,Female,White,31,Not Applicable,mvc
85-89 years,2008,Male,White,28,Not Applicable,mvc
85-89 years,2009,Female,White,20,Not Applicable,mvc
85-89 years,2009,Male,White,31,Not Applicable,mvc
85-89 years,2010,Female,White,20,Not Applicable,mvc
85-89 years,2010,Male,White,29,Not Applicable,mvc
85-89 years,2011,Female,White,17,Not Applicable,mvc
85-89 years,2011,Male,White,25,Not Applicable,mvc
85-89 years,2012,Female,White,23,Not Applicable,mvc
85-89 years,2012,Male,White,22,Not Applicable,mvc
85-89 years,2013,Male,White,15,Not Applicable,mvc
85-89 years,2014,Female,White,14,Not Applicable,mvc
85-89 years,2014,Male,White,26,Not Applicable,mvc
85-89 years,2015,Female,White,20,Not Applicable,mvc
85-89 years,2015,Male,White,23,Not Applicable,mvc
85-89 years,2016,Female,White,16,Not Applicable,mvc
85-89 years,2016,Male,White,24,Not Applicable,mvc
85-89 years,2017,Female,White,10,Not Applicable,mvc
85-89 years,2017,Male,White,26,Not Applicable,mvc
90-94 years,1999,Female,White,10,Not Applicable,mvc
90-94 years,2003,Male,White,11,Not Applicable,mvc
90-94 years,2004,Female,White,10,Not Applicable,mvc
90-94 years,2004,Male,White,11,Not Applicable,mvc
90-94 years,2006,Female,White,18,Not Applicable,mvc
90-94 years,2006,Male,White,13,Not Applicable,mvc
90-94 years,2007,Female,White,14,Not Applicable,mvc
90-94 years,2007,Male,White,10,Not Applicable,mvc
90-94 years,2010,Male,White,15,Not Applicable,mvc
90-94 years,2011,Female,White,11,Not Applicable,mvc
90-94 years,2011,Male,White,11,Not Applicable,mvc
90-94 years,2013,Female,White,13,Not Applicable,mvc
90-94 years,2013,Male,White,17,Not Applicable,mvc
90-94 years,2014,Male,White,12,Not Applicable,mvc
90-94 years,2015,Male,White,16,Not Applicable,mvc
90-94 years,2016,Female,White,10,Not Applicable,mvc
90-94 years,2016,Male,White,16,Not Applicable,mvc
90-94 years,2017,Female,White,15,Not Applicable,mvc
90-94 years,2017,Male,White,13,Not Applicable,mvc
15-19 years,2018,Female,White,15,Unreliable,mvc
15-19 years,2018,Male,White,28,7.9,mvc
15-19 years,2019,Female,White,15,Unreliable,mvc
15-19 years,2019,Male,Black or African American,10,Unreliable,mvc
15-19 years,2019,Male,White,22,6.3,mvc
15-19 years,2020,Female,Black or African American,10,Unreliable,mvc
15-19 years,2020,Female,White,19,Unreliable,mvc
15-19 years,2020,Male,Black or African American,18,Unreliable,mvc
15-19 years,2020,Male,White,45,13.2,mvc
15-19 years,2021,Female,White,23,7.2,mvc
15-19 years,2021,Male,Black or African American,16,Unreliable,mvc
15-19 years,2021,Male,White,40,11.7,mvc
15-19 years,2022,Female,White,19,Unreliable,mvc
15-19 years,2022,Male,Black or African American,13,Unreliable,mvc
15-19 years,2022,Male,White,40,11.9,mvc
15-19 years,2023,Female,White,14,Unreliable,mvc
15-19 years,2023,Male,Black or African American,14,Unreliable,mvc
15-19 years,2023,Male,White,34,10.2,mvc
20-24 years,2018,Female,White,33,9.0,mvc
20-24 years,2018,Male,Black or African American,36,42.3,mvc
20-24 years,2018,Male,White,65,15.9,mvc
20-24 years,2019,Female,Black or African American,13,Unreliable,mvc
20-24 years,2019,Female,White,24,6.7,mvc
20-24 years,2019,Male,Black or African American,17,Unreliable,mvc
20-24 years,2019,Male,White,73,18.6,mvc
20-24 years,2020,Female,Black or African American,15,Unreliable,mvc
20-24 years,2020,Female,White,23,6.7,mvc
20-24 years,2020,Male,Black or African American,38,48.0,mvc
20-24 years,2020,Male,White,68,17.9,mvc
20-24 years,2021,Female,Black or African American,12,Unreliable,mvc
20-24 years,2021,Female,White,22,6.7,mvc
20-24 years,2021,Male,Black or African American,35,45.8,mvc
20-24 years,2021,Male,White,73,20.2,mvc
20-24 years,2022,Female,White,26,7.7,mvc
20-24 years,2022,Male,Black or African American,22,28.5,mvc
20-24 years,2022,Male,White,78,20.9,mvc
20-24 years,2023,Female,White,26,8.1,mvc
20-24 years,2023,Male,Black or African American,24,33.4,mvc
20-24 years,2023,Male,White,72,20.5,mvc
25-29 years,2018,Female,White,20,4.2,mvc
25-29 years,2018,Male,Black or African American,25,23.8,mvc
25-29 years,2018,Male,White,85,16.4,mvc
25-29 years,2019,Female,White,24,5.3,mvc
25-29 years,2019,Male,Black or African American,33,31.4,mvc
25-29 years,2019,Male,White,82,16.4,mvc
25-29 years,2020,Female,Black or African American,16,Unreliable,mvc
25-29 years,2020,Female,White,24,5.6,mvc
25-29 years,2020,Male,Black or African American,44,42.7,mvc
25-29 years,2020,Male,White,82,17.3,mvc
25-29 years,2021,Female,Black or African American,13,Unreliable,mvc
25-29 years,2021,Female,White,35,8.8,mvc
25-29 years,2021,Male,Black or African American,38,40.0,mvc
25-29 years,2021,Male,White,82,19.1,mvc
25-29 years,2022,Female,Black or African American,13,Unreliable,mvc
25-29 years,2022,Female,White,19,Unreliable,mvc
25-29 years,2022,Male,Black or African American,22,24.4,mvc
25-29 years,2022,Male,White,73,17.8,mvc
25-29 years,2023,Female,White,18,Unreliable,mvc
25-29 years,2023,Male,Black or African American,24,28.0,mvc
25-29 years,2023,Male,White,60,15.5,mvc
30-34 years,2018,Female,White,20,4.2,mvc
30-34 years,2018,Male,Black or African American,18,Unreliable,mvc
30-34 years,2018,Male,White,73,14.2,mvc
30-34 years,2019,Female,White,21,4.4,mvc
30-34 years,2019,Male,Black or African American,20,21.4,mvc
30-34 years,2019,Male,White,60,11.6,mvc
30-34 years,2020,Female,White,27,5.7,mvc
30-34 years,2020,Male,Black or African American,25,25.5,mvc
30-34 years,2020,Male,White,103,19.9,mvc
30-34 years,2021,Female,Black or African American,11,Unreliable,mvc
30-34 years,2021,Female,White,24,5.2,mvc
30-34 years,2021,Male,Black or African American,38,37.7,mvc
30-34 years,2021,Male,White,95,18.9,mvc
30-34 years,2022,Female,Black or African American,12,Unreliable,mvc
30-34 years,2022,Female,White,27,6.1,mvc
30-34 years,2022,Male,Black or African American,28,27.5,mvc
30-34 years,2022,Male,White,104,21.4,mvc
30-34 years,2023,Female,White,17,Unreliable,mvc
30-34 years,2023,Male,Black or African American,22,21.6,mvc
